Captions,Label,Cleaned_Captions
"K, I'll work something out
",0,k ill work something
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
",1,private account statement show unredeemed point call identifier code expires
"This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
",0,message great doctor india drink appy fizz contains cancer causing age
"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pls send message
"You call him and tell now infront of them. Call him now.
",0,call tell infront call
"Ok no prob...
",0,ok prob
"Ladies first and genus second k .
",0,lady first genus second k
"No. Yes please. Been swimming?
",0,yes please swimming
"Mum not going robinson already.
",0,mum going robinson already
"Ok set let u noe e details later...
",0,ok set let u noe e detail later
"Not..tel software name..
",0,nottel software name
"I send the print  outs da.
",0,send print out da
"IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
",0,im realy soz imat mum nite moro
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!
",0,born god said oh another idiot born god said oh competition knew one day two become freinds forever
"I didnt get ur full msg..sometext is missing, send it again
",0,didnt get ur full msgsometext missing send
"Probably not, I'm almost out of gas and I get some cash tomorrow
",0,probably im almost gas get cash tomorrow
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114
",1,customer service announcement recently tried make delivery unable please call reschedule ref
"I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
",0,forgot ask smth there card da present lei want write smth sign
"I'm leaving my house now.
",0,im leaving house
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text
",1,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop ptext
"Ü ready then call me...
",0,ready call
"Wewa is 13Not Scam. Iriver 255. All 128 mb.
",0,wewa scam iriver mb
"It is a good thing I'm now getting the connection to bw
",0,good thing im getting connection bw
"Sry da..jst nw only i came to home..
",0,sry dajst nw came home
"That's cool he'll be here all night, lemme know when you're around
",0,thats cool hell night lem know youre around
"Are you staying in town ?
",0,staying town
"Haha yeah, 2 oz is kind of a shitload
",0,haha yeah oz kind shitload
"Ok u can take me shopping when u get paid =D
",0,ok u take shopping u get paid
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
",0,life mean lot love life love people life world call friend call world ge
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins
",0,alright well bring see like ltgt min
"But pls dont play in others life.
",0,pls dont play others life
"Eatin my lunch...
",0,eatin lunch
"Hmmm.but you should give it on one day..
",0,hmmmbut give one day
"Didn't try, g and I decided not to head out
",0,didnt try g decided head
"Ok no prob
",0,ok prob
"Surly ill give it to you:-) while coming to review.
",0,surly ill give coming review
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies
",0,march ending ready call sure problem capital never complete far hows work lady
"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
",0,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas
"Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
",0,pls give food preferably pap slowly load sugar take hour give water slowly
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU
",1,urgent mobile awarded bonus caller prize nd attempt contact call boxqu
"A guy who gets used but is too dumb to realize it.
",0,guy get used dumb realize
"Okey dokey, ill be over in a bit just sorting some stuff out.
",0,okey dokey ill bit sorting stuff
"Don no da:)whats you plan?
",0,dawhats plan
"Yes fine 
",0,yes fine
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
",1,win winner mr foley ipod exciting prize soon keep eye ur mobile visit
"I liked the new mobile
",0,liked new mobile
"Anytime...
",0,anytime
"Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
",0,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand
"Yar but they say got some error.
",0,yar say got error
"Hey anyway i have to :-)
",0,hey anyway
"Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
",0,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
"Wif my family booking tour package.
",0,wif family booking tour package
"Did you say bold, then torch later. Or one torch and 2bold?
",0,say bold torch later one torch bold
"Haha awesome, I might need to take you up on that, what you doin tonight?
",0,haha awesome might need take doin tonight
"Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
",0,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary
"Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
",0,huh slow tot u reach long ago liao u day leh
"Thats cool princess! I will cover your face in hot sticky cum :)
",0,thats cool princess cover face hot sticky cum
"Big brothers really scraped the barrel with this shower of social misfits
",0,big brother really scraped barrel shower social misfit
"Oops i thk i dun haf enuff... I go check then tell ü..
",0,oops thk dun haf enuff go check tell
"S:)8 min to go for lunch:)
",0,min go lunch
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.
",0,hey happened u switch ur cell whole day isnt good u care give call tomorrow
"K will do, addie &amp; I are doing some art so I'll be here when you get home
",0,k addie amp art ill get home
"My uncles in Atlanta. Wish you guys a great semester.
",0,uncle atlanta wish guy great semester
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...
",0,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor
"Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
",0,forgot tell smth like number section clearer
"Yup. Anything lor, if u dun wan it's ok...
",0,yup anything lor u dun wan ok
"I'm home, my love ... If your still awake ... *loving kiss*
",0,im home love still awake loving kiss
"HELLO PEACH! MY CAKE TASTS LUSH!
",0,hello peach cake tasts lush
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply
",1,free game get rayman golf free game arcade st get ur game setting reply post save activ press key arcade termsapply
"There'll be a minor shindig at my place later tonight, you interested?
",0,therell minor shindig place later tonight interested
"Jason says it's cool if we pick some up from his place in like an hour
",0,jason say cool pick place like hour
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call
",1,mobile mths update latest cameravideo phone free keep ur number get extra free minstexts text yes call
"I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
",0,career tel added u contact indyarockscom send free sm remove phonebook sm ltgt
"I've reached already.
",0,ive reached already
"I dont know ask to my brother. Nothing problem some thing that. Just i told .
",0,dont know ask brother nothing problem thing told
"K:)eng rocking in ashes:)
",0,keng rocking ash
"Wat time r ü going to xin's hostel?
",0,wat time r going xins hostel
"Good Morning my Dear Shijutta........... Have a great &amp; successful day.
",0,good morning dear shijutta great amp successful day
"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
",1,buy space invader chance win orig arcade game console press game arcade std wap charge see ocoukgames term setting purchase
"Oh k:)after that placement there ah?
",0,oh kafter placement ah
"Not for possession, especially not first offense
",0,possession especially first offense
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?
",0,nt driving even many reason called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
"I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
",0,bought test yesterday something let know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
"We have pizza if u want
",0,pizza u want
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""
",0,keep seeing weird shit bein woah realising actually reasonable im oh
"Many more happy returns of the day. I wish you happy birthday.
",0,many happy return day wish happy birthday
"Ya very nice. . .be ready on thursday
",0,ya nice ready thursday
"I am in hospital da. . I will return home in evening
",0,hospital da return home evening
"""Thinking of u ;) x""
",0,thinking u x
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
",1,camera awarded sipix digital camera call fromm landline delivery within day
"Orh i tot u say she now still dun believe.
",0,orh tot u say still dun believe
"When you just put in the + sign, choose my number and the pin will show. Right?
",0,put sign choose number pin show right
"The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
",0,beauty life next second hide thousand secret wish every second wonderful ur life gud n
"Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
",0,thanx u darlinim cool thanx bday drink nite morrow take care c u soonxxx
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to
",0,youre still maybe leave credit card get gas get back like told
"Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
",1,weekly coolmob tone ready download week new tone include crazy frogaxel f akonlonely black eyeddont p info n
"Well boy am I glad G wasted all night at applebees for nothing
",0,well boy glad g wasted night applebees nothing
"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
",1,cashbincouk get lot cash weekend dear welcome weekend got biggest best ever cash give away
"Ok lor... Or u wan me go look 4 u?
",0,ok lor u wan go look u
"U wan 2 haf lunch i'm in da canteen now.
",0,u wan haf lunch im da canteen
"Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
",0,dont make life stressfull always find time laugh may add year life surely add life ur year gud niswt dream
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around
",0,hey look like wrong one kappa guy number still phone want text see he around
"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
",1,urgent mobile number awarded prize guaranteed call land line claim valid hr ppm
"Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
",1,thanks continued support question week enter u draw cash name new u president txt an
"I'm home. Doc gave me pain meds says everything is fine.
",0,im home doc gave pain med say everything fine
"It's é only $14Not Scam ard...É rest all ard $18Not Scam at least...Which is é price 4 é 2 bedrm ($9Not ScamNot Scam)
",0,scam ard rest ard scam leastwhich price bedrm scamnot scam
"Me too! Have a lovely night xxx
",0,lovely night xxx
"Prepare to be pleasured :)
",0,prepare pleasured
"Hi.:)technical support.providing assistance to us customer through call and email:)
",0,hitechnical supportproviding assistance u customer call email
"if you text on your way to cup stop that should work. And that should be BUS
",0,text way cup stop work bus
"Whens your radio show?
",0,whens radio show
"Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
",1,unique user id removal send stop customer service
"I'm not sure if its still available though
",0,im sure still available though
"watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
",0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
"CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
",0,cheer lou yeah goodnite shame u neva came c ya gailxx
"Hi..i got the money da:)
",0,hii got money da
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com
",0,hi mobile ltgt added contact list great place send free sm people visit fullonsmscom
"Ok then u tell me wat time u coming later lor.
",0,ok u tell wat time u coming later lor
"U repeat e instructions again. Wat's e road name of ur house?
",0,u repeat e instruction wats e road name ur house
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas
",0,many people seems special first sight remain special till last sight maintain till life end shjas
"Quite lor. But dun tell him wait he get complacent...
",0,quite lor dun tell wait get complacent
"Sorry completely forgot * will pop em round this week if your still here?
",0,sorry completely forgot pop em round week still
"U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
",0,u r beautiful girl ive ever seen u r baby come c common room
"O we cant see if we can join denis and mina? Or does denis want alone time
",0,cant see join denis mina denis want alone time
"Sen told that he is going to join his uncle finance in cbe
",0,sen told going join uncle finance cbe
"Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
",0,yup hey one day fri ask miwa jiayin take leave go karaoke
"Call me, i am senthil from hsbc.
",0,call senthil hsbc
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.
",0,especially since talk boston personal statement lol woulda changed realized said nyc say boston
"Indeed and by the way it was either or - not both !
",0,indeed way either
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+
",1,urgent call landline complimentary ibiza holiday cash await collection sae tc po box sk wp ppm
"Holy living christ what is taking you so long
",0,holy living christ taking long
"Ü thk of wat to eat tonight.
",0,thk wat eat tonight
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...
",0,thanx yup coming back sun finish dinner going back hotel time fly tog exactly mth today hope well haf many mths come
"We're on the opposite side from where we dropped you off
",0,opposite side dropped
"Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
",0,yup izzit still raining heavily co im e mrt cant c outside
"Send me your resume:-)
",0,send resume
"Gd luck 4 ur exams :-)
",0,gd luck ur exam
"Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
",0,u ask next sat make im ok lor
"Sorry that was my uncle. I.ll keep in touch
",0,sorry uncle ill keep touch
"Saw Guys and Dolls last night with Patrick Swayze it was great
",0,saw guy doll last night patrick swayze great
"URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
",1,urgent nd attempt contact u prize yesterday still awaiting collection claim call
"Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
",1,santa calling would little one like call santa xmas eve call book time callsppm last min tc
"Just come home. I don't want u to be miserable
",0,come home dont want u miserable
"I dont know why she.s not getting your messages
",0,dont know shes getting message
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?
",0,cool tyler take gon na buy drop place later tonight total order quarter got enough
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?
",0,guy car shop flirting got phone number paperwork called texted im nervous course may address call bos tell knowing may get fired
"Reverse is cheating. That is not mathematics.
",0,reverse cheating mathematics
"How do you plan to manage that
",0,plan manage
"Er, hello, things didnt quite go to plan  is limping slowly home followed by aa and with exhaust hanging off
",0,er hello thing didnt quite go plan limping slowly home followed aa exhaust hanging
"Sorry for the delay. Yes masters
",0,sorry delay yes master
"Call me when u finish then i come n pick u.
",0,call u finish come n pick u
"PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
",1,private account statement show unredeemed bonus point claim call identifier code expires
"What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
",0,whats oga left phone home saw ur message hope good great weekend
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself
",0,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday
",0,honey pls find much sell predicte nigeria many time used important reply monday
"E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
",0,e admin building might b slightly earlier ill call u im reaching
"fyi I'm at usf now, swing by the room whenever
",0,fyi im usf swing room whenever
"i can call in  &lt;#&gt;  min if thats ok
",0,call ltgt min thats ok
"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
",0,ummmmmaah many many happy return day dear sweet heart happy birthday dear
"Ü no home work to do meh... 
",0,home work meh
"Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
",0,anything valuable situation first getting second loosing
"Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
",0,mark taking forever pick prescription pain coming back
"How's ur paper?
",0,hows ur paper
"Got smaller capacity one? Quite ex...
",0,got smaller capacity one quite ex
"Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
",1,check choose babe video smsshsexnetun fgkslpopw fgkslpo
"Im good! I have been thinking about you...
",0,im good thinking
"u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
",1,u r winner u ave specially selected receive cash holiday flight inc speak live operator claim pmin
":-) :-)
",0,
"Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
",0,thought bout drink tap spile seven pub gas st broad st canal ok
"I am going to sleep. I am tired of travel.
",0,going sleep tired travel
"Haha, just what I was thinkin
",0,haha thinkin
"Yup but it's not giving me problems now so mayb i'll jus leave it...
",0,yup giving problem mayb ill jus leave
"Lol no. Just trying to make your day a little more interesting
",0,lol trying make day little interesting
"How long before you get reply, just defer admission til next semester
",0,long get reply defer admission til next semester
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)
",0,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
"Po de :-):):-):-):-). No need job aha.
",0,po de need job aha
"Rats. Hey did u ever vote for the next themes?
",0,rat hey u ever vote next theme
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.
",1,new mobile must go txt nokia collect today optout gbpmtmsg txtauction
"I hope your pee burns tonite.
",0,hope pee burn tonite
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.
",0,oh rite well im best mate pete went week geva longer week
"Yay can't wait to party together!
",0,yay cant wait party together
"....photoshop makes my computer shut down.
",0,photoshop make computer shut
"All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
",0,boy made fun today ok problem sent one message fun
"That's one of the issues but california is okay. No snow so its manageable
",0,thats one issue california okay snow manageable
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
",1,private account statement show unredeemed point call identifier code expires
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...
",0,hmmm mayb try e shoppin area one forgot e name hotel
"Awesome, that gonna be soon or later tonight?
",0,awesome gon na soon later tonight
"I need details about that online job.
",0,need detail online job
"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
",1,valued vodafone customer computer picked win prize collect easy call
"Missing you too.pray inshah allah
",0,missing toopray inshah allah
"Pls help me tell Ashley that i cant find her number oh
",0,pls help tell ashley cant find number oh
"I am in escape theatre now. . Going to watch KAVALAN in a few minutes
",0,escape theatre going watch kavalan minute
"S.this will increase the chance of winning.
",0,sthis increase chance winning
"either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
",0,either way work ltgt year old hope doesnt bother
"Maybe you should find something else to do instead???
",0,maybe find something else instead
"Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
",0,gain right wifedont demand iti trying husband toolets see
"I liked your new house
",0,liked new house
"I'm fine. Hope you are also
",0,im fine hope also
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.
",0,also north carolina texas atm would go gre site pay test result sent
"Same to u...
",0,u
"yes baby! I need to stretch open your pussy!
",0,yes baby need stretch open pussy
"Thanks  and ! Or bomb and date as my phone wanted to say! 
",0,thanks bomb date phone wanted say
"Ok...
",0,ok
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?
",0,hey guy know breathing neck get bud anyway youd able get half track usf tonight
"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care
",0,response one powerful weapon occupy place others heart always give response care u gud nightswt dreamstake care
"Nokia phone is lovly..
",0,nokia phone lovly
"**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
",1,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare
"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
",1,bored housewife chat n date btnational rate pmin landline
"Sorry da..today i wont come to play..i have driving clas..
",0,sorry datoday wont come playi driving clas
"I'm really sorry I lit your hair on fire
",0,im really sorry lit hair fire
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?
",0,oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rent
"Okey dokey swashbuckling stuff what oh.
",0,okey dokey swashbuckling stuff oh
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?
",0,watching cartoon listening music amp eve go temple amp church u
"1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
",0,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face
"Dip's cell dead. So i m coming with him. U better respond else we shall come back.
",0,dip cell dead coming u better respond else shall come back
"Well. You know what i mean. Texting
",0,well know mean texting
"Hi dis is yijue i would be happy to work wif ü all for gek151Not Scam...
",0,hi dis yijue would happy work wif geknot scam
"Lol! Oops sorry! Have fun. 
",0,lol oops sorry fun
"Wat happened to the cruise thing
",0,wat happened cruise thing
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?
",0,know dat feelin pete wuld get em nuther place nuther time mayb
"lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
",1,lyricalladief inviting friend reply yes see stop send stop frnd
"The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
",0,world happiest frnds never character dey best understanding difference
"No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
",1,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend ptone reply hl info
"Yeah just open chat and click friend lists. Then make the list. Easy as pie
",0,yeah open chat click friend list make list easy pie
"alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
",0,alright tyler got minor crisis home sooner thought asap
"When/where do I pick you up
",0,whenwhere pick
"As usual u can call me ard 1Not Scam smth.
",0,usual u call ard scam smth
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",0,new theory argument win situation loses person dont argue ur friend kick amp say im always correct
"For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
",0,many thing antibiotic used chest abdomen gynae infection even bone infection
"Poor girl can't go one day lmao
",0,poor girl cant go one day lmao
"Or just do that 6times
",0,time
"Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
",1,today vodafone number ending selected receive award number match call receive award
"You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
",0,pls make note shes exposed also find school anyone else vomiting dog cat house let know later
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
",0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
"Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
",0,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
"Its worse if if uses half way then stops. Its better for him to complete it.
",0,worse us half way stop better complete
"Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
",0,miserable dont tell u side effect birth control massive gut wrenching cramp first month didnt sleep last night
"Send me the new number
",0,send new number
"Convey my regards to him
",0,convey regard
"Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
",1,want latest video handset anytime network min half price line rental reply call delivery tomorrow
"2 and half years i missed your friendship:-)
",0,half year missed friendship
"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pls send message
"Oh for fuck's sake she's in like tallahassee
",0,oh fuck sake shes like tallahassee
"Haha, that was the first person I was gonna ask
",0,haha first person gon na ask
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
",1,ou guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd
"Taka lor. Wat time u wan 2 come n look 4 us?
",0,taka lor wat time u wan come n look u
"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
",1,free polyphonic ringtone text super get free poly tone week sn pobox nr z subscription pw
"""I;m reaching in another 2 stops.""
",0,im reaching another stop
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?
",0,didnt mean post wrote like many time ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
",1,warner village c colin farrell swat wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offer
"Will you come online today night
",0,come online today night
"Then anything special?
",0,anything special
"I'm in solihull, | do you want anything?
",0,im solihull want anything
"Will do. Have a good day
",0,good day
"WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
",0,regret inform u nh made mistakeu never actually bornplease report yor local hospital b terminatedwe r sorry inconvenience
"Love that holiday Monday feeling even if I have to go to the dentists in an hour
",0,love holiday monday feeling even go dentist hour
"I am on the way to tirupur.
",0,way tirupur
